PA,SZ,AG,Sex,Pop,Time
Woodlands,Greenwood Park,15_to_19,Females,0,2000
Woodlands,Greenwood Park,20_to_24,Males,0,2000
Woodlands,Greenwood Park,20_to_24,Females,0,2000
Woodlands,Greenwood Park,25_to_29,Males,0,2000
Woodlands,Greenwood Park,25_to_29,Females,0,2000
Woodlands,Greenwood Park,30_to_34,Males,0,2000
Woodlands,Greenwood Park,30_to_34,Females,0,2000
Woodlands,Greenwood Park,35_to_39,Males,0,2000
Woodlands,Greenwood Park,35_to_39,Females,0,2000
Woodlands,Greenwood Park,40_to_44,Males,0,2000
Woodlands,Greenwood Park,40_to_44,Females,0,2000
Woodlands,Greenwood Park,45_to_49,Males,0,2000
Woodlands,Greenwood Park,45_to_49,Females,0,2000
Woodlands,Greenwood Park,50_to_54,Males,0,2000
Woodlands,Greenwood Park,50_to_54,Females,0,2000
Woodlands,Greenwood Park,55_to_59,Males,0,2000
Woodlands,Greenwood Park,55_to_59,Females,0,2000
Woodlands,Greenwood Park,60_to_64,Males,0,2000
Woodlands,Greenwood Park,60_to_64,Females,0,2000
Woodlands,Greenwood Park,65_to_69,Males,0,2000
Woodlands,Greenwood Park,65_to_69,Females,0,2000
Woodlands,Greenwood Park,70_to_74,Males,0,2000
Woodlands,Greenwood Park,70_to_74,Females,0,2000
Woodlands,Greenwood Park,75_to_79,Males,0,2000
Woodlands,Greenwood Park,75_to_79,Females,0,2000
Woodlands,Greenwood Park,80_to_84,Males,0,2000
Woodlands,Greenwood Park,80_to_84,Females,0,2000
Woodlands,Greenwood Park,85_and_over,Males,0,2000
Woodlands,Greenwood Park,85_and_over,Females,0,2000
Woodlands,Midview,0_to_4,Males,2070,2000
Woodlands,Midview,0_to_4,Females,1980,2000
Woodlands,Midview,5_to_9,Males,1470,2000
Woodlands,Midview,5_to_9,Females,1430,2000
Woodlands,Midview,10_to_14,Males,1080,2000
Woodlands,Midview,10_to_14,Females,950,2000
Woodlands,Midview,15_to_19,Males,820,2000
Woodlands,Midview,15_to_19,Females,700,2000
Woodlands,Midview,20_to_24,Males,620,2000
Woodlands,Midview,20_to_24,Females,650,2000
Woodlands,Midview,25_to_29,Males,870,2000
Woodlands,Midview,25_to_29,Females,1450,2000
Woodlands,Midview,30_to_34,Males,2250,2000
Woodlands,Midview,30_to_34,Females,2410,2000
Woodlands,Midview,35_to_39,Males,2080,2000
Woodlands,Midview,35_to_39,Females,1580,2000
Woodlands,Midview,40_to_44,Males,1270,2000
Woodlands,Midview,40_to_44,Females,1110,2000
Woodlands,Midview,45_to_49,Males,840,2000
Woodlands,Midview,45_to_49,Females,710,2000
Woodlands,Midview,50_to_54,Males,520,2000
Woodlands,Midview,50_to_54,Females,480,2000
Woodlands,Midview,55_to_59,Males,270,2000
Woodlands,Midview,55_to_59,Females,320,2000
Woodlands,Midview,60_to_64,Males,240,2000
Woodlands,Midview,60_to_64,Females,250,2000
Woodlands,Midview,65_to_69,Males,160,2000
Woodlands,Midview,65_to_69,Females,200,2000
Woodlands,Midview,70_to_74,Males,130,2000
Woodlands,Midview,70_to_74,Females,130,2000
Woodlands,Midview,75_to_79,Males,80,2000
Woodlands,Midview,75_to_79,Females,90,2000
Woodlands,Midview,80_to_84,Males,30,2000
Woodlands,Midview,80_to_84,Females,40,2000
Woodlands,Midview,85_and_over,Males,10,2000
Woodlands,Midview,85_and_over,Females,30,2000
Woodlands,North Coast,0_to_4,Males,530,2000
Woodlands,North Coast,0_to_4,Females,450,2000
Woodlands,North Coast,5_to_9,Males,610,2000
Woodlands,North Coast,5_to_9,Females,620,2000
Woodlands,North Coast,10_to_14,Males,550,2000
Woodlands,North Coast,10_to_14,Females,550,2000
Woodlands,North Coast,15_to_19,Males,580,2000
Woodlands,North Coast,15_to_19,Females,550,2000
Woodlands,North Coast,20_to_24,Males,640,2000
Woodlands,North Coast,20_to_24,Females,610,2000
Woodlands,North Coast,25_to_29,Males,690,2000
Woodlands,North Coast,25_to_29,Females,670,2000
Woodlands,North Coast,30_to_34,Males,710,2000
Woodlands,North Coast,30_to_34,Females,620,2000
Woodlands,North Coast,35_to_39,Males,710,2000
Woodlands,North Coast,35_to_39,Females,640,2000
Woodlands,North Coast,40_to_44,Males,650,2000
Woodlands,North Coast,40_to_44,Females,630,2000
Woodlands,North Coast,45_to_49,Males,590,2000
Woodlands,North Coast,45_to_49,Females,620,2000
Woodlands,North Coast,50_to_54,Males,530,2000
Woodlands,North Coast,50_to_54,Females,530,2000
Woodlands,North Coast,55_to_59,Males,330,2000
Woodlands,North Coast,55_to_59,Females,330,2000
Woodlands,North Coast,60_to_64,Males,300,2000
Woodlands,North Coast,60_to_64,Females,250,2000
Woodlands,North Coast,65_to_69,Males,220,2000
Woodlands,North Coast,65_to_69,Females,190,2000
Woodlands,North Coast,70_to_74,Males,130,2000
Woodlands,North Coast,70_to_74,Females,130,2000
Woodlands,North Coast,75_to_79,Males,60,2000
Woodlands,North Coast,75_to_79,Females,60,2000
Woodlands,North Coast,80_to_84,Males,30,2000
Woodlands,North Coast,80_to_84,Females,30,2000
Woodlands,North Coast,85_and_over,Males,20,2000
Woodlands,North Coast,85_and_over,Females,30,2000
Woodlands,Senoko West,0_to_4,Males,0,2000
Woodlands,Senoko West,0_to_4,Females,0,2000
Woodlands,Senoko West,5_to_9,Males,0,2000
Woodlands,Senoko West,5_to_9,Females,0,2000
Woodlands,Senoko West,10_to_14,Males,0,2000
Woodlands,Senoko West,10_to_14,Females,0,2000
Woodlands,Senoko West,15_to_19,Males,0,2000
Woodlands,Senoko West,15_to_19,Females,0,2000
Woodlands,Senoko West,20_to_24,Males,0,2000
Woodlands,Senoko West,20_to_24,Females,0,2000
Woodlands,Senoko West,25_to_29,Males,0,2000
Woodlands,Senoko West,25_to_29,Females,0,2000
Woodlands,Senoko West,30_to_34,Males,0,2000
Woodlands,Senoko West,30_to_34,Females,0,2000
Woodlands,Senoko West,35_to_39,Males,0,2000
Woodlands,Senoko West,35_to_39,Females,0,2000
Woodlands,Senoko West,40_to_44,Males,0,2000
Woodlands,Senoko West,40_to_44,Females,0,2000
Woodlands,Senoko West,45_to_49,Males,0,2000
Woodlands,Senoko West,45_to_49,Females,0,2000
Woodlands,Senoko West,50_to_54,Males,0,2000
Woodlands,Senoko West,50_to_54,Females,0,2000
Woodlands,Senoko West,55_to_59,Males,0,2000
Woodlands,Senoko West,55_to_59,Females,0,2000
Woodlands,Senoko West,60_to_64,Males,0,2000
Woodlands,Senoko West,60_to_64,Females,0,2000
Woodlands,Senoko West,65_to_69,Males,0,2000
Woodlands,Senoko West,65_to_69,Females,0,2000
Woodlands,Senoko West,70_to_74,Males,0,2000
Woodlands,Senoko West,70_to_74,Females,0,2000
Woodlands,Senoko West,75_to_79,Males,0,2000
Woodlands,Senoko West,75_to_79,Females,0,2000
Woodlands,Senoko West,80_to_84,Males,0,2000
Woodlands,Senoko West,80_to_84,Females,0,2000
Woodlands,Senoko West,85_and_over,Males,0,2000
Woodlands,Senoko West,85_and_over,Females,0,2000
Woodlands,Woodgrove,0_to_4,Males,1750,2000
Woodlands,Woodgrove,0_to_4,Females,1690,2000
Woodlands,Woodgrove,5_to_9,Males,1570,2000
Woodlands,Woodgrove,5_to_9,Females,1440,2000
Woodlands,Woodgrove,10_to_14,Males,1200,2000
Woodlands,Woodgrove,10_to_14,Females,1040,2000
Woodlands,Woodgrove,15_to_19,Males,930,2000
Woodlands,Woodgrove,15_to_19,Females,840,2000
Woodlands,Woodgrove,20_to_24,Males,710,2000
Woodlands,Woodgrove,20_to_24,Females,740,2000
Woodlands,Woodgrove,25_to_29,Males,870,2000
Woodlands,Woodgrove,25_to_29,Females,1240,2000
Woodlands,Woodgrove,30_to_34,Males,1750,2000
Woodlands,Woodgrove,30_to_34,Females,2070,2000
Woodlands,Woodgrove,35_to_39,Males,1890,2000
Woodlands,Woodgrove,35_to_39,Females,1610,2000
Woodlands,Woodgrove,40_to_44,Males,1410,2000
Woodlands,Woodgrove,40_to_44,Females,1220,2000
Woodlands,Woodgrove,45_to_49,Males,960,2000
Woodlands,Woodgrove,45_to_49,Females,810,2000
Woodlands,Woodgrove,50_to_54,Males,570,2000
Woodlands,Woodgrove,50_to_54,Females,540,2000
Woodlands,Woodgrove,55_to_59,Males,300,2000
Woodlands,Woodgrove,55_to_59,Females,300,2000
Woodlands,Woodgrove,60_to_64,Males,220,2000
Woodlands,Woodgrove,60_to_64,Females,260,2000
Woodlands,Woodgrove,65_to_69,Males,190,2000
Woodlands,Woodgrove,65_to_69,Females,210,2000
Woodlands,Woodgrove,70_to_74,Males,120,2000
Woodlands,Woodgrove,70_to_74,Females,160,2000
Woodlands,Woodgrove,75_to_79,Males,50,2000
Woodlands,Woodgrove,75_to_79,Females,100,2000
Woodlands,Woodgrove,80_to_84,Males,40,2000
Woodlands,Woodgrove,80_to_84,Females,50,2000
Woodlands,Woodgrove,85_and_over,Males,20,2000
Woodlands,Woodgrove,85_and_over,Females,40,2000
Woodlands,Woodlands East,0_to_4,Males,4180,2000
Woodlands,Woodlands East,0_to_4,Females,4000,2000
Woodlands,Woodlands East,5_to_9,Males,2360,2000
Woodlands,Woodlands East,5_to_9,Females,2110,2000
Woodlands,Woodlands East,10_to_14,Males,2570,2000
Woodlands,Woodlands East,10_to_14,Females,2330,2000
Woodlands,Woodlands East,15_to_19,Males,2140,2000
Woodlands,Woodlands East,15_to_19,Females,1960,2000
Woodlands,Woodlands East,20_to_24,Males,1690,2000
Woodlands,Woodlands East,20_to_24,Females,1660,2000
Woodlands,Woodlands East,25_to_29,Males,2890,2000
Woodlands,Woodlands East,25_to_29,Females,4180,2000
Woodlands,Woodlands East,30_to_34,Males,4430,2000
Woodlands,Woodlands East,30_to_34,Females,4210,2000
Woodlands,Woodlands East,35_to_39,Males,3950,2000
Woodlands,Woodlands East,35_to_39,Females,3610,2000
Woodlands,Woodlands East,40_to_44,Males,3260,2000
Woodlands,Woodlands East,40_to_44,Females,2780,2000
Woodlands,Woodlands East,45_to_49,Males,2100,2000
Woodlands,Woodlands East,45_to_49,Females,1810,2000
Woodlands,Woodlands East,50_to_54,Males,1260,2000
Woodlands,Woodlands East,50_to_54,Females,1200,2000
Woodlands,Woodlands East,55_to_59,Males,640,2000
Woodlands,Woodlands East,55_to_59,Females,710,2000
Woodlands,Woodlands East,60_to_64,Males,520,2000
Woodlands,Woodlands East,60_to_64,Females,630,2000
Woodlands,Woodlands East,65_to_69,Males,380,2000
Woodlands,Woodlands East,65_to_69,Females,560,2000
Woodlands,Woodlands East,70_to_74,Males,340,2000
Woodlands,Woodlands East,70_to_74,Females,420,2000
Woodlands,Woodlands East,75_to_79,Males,160,2000
Woodlands,Woodlands East,75_to_79,Females,250,2000
Woodlands,Woodlands East,80_to_84,Males,90,2000
Woodlands,Woodlands East,80_to_84,Females,130,2000
Woodlands,Woodlands East,85_and_over,Males,60,2000
Woodlands,Woodlands East,85_and_over,Females,90,2000
Woodlands,Woodlands Regional Centre,0_to_4,Males,0,2000
Woodlands,Woodlands Regional Centre,0_to_4,Females,0,2000
Woodlands,Woodlands Regional Centre,5_to_9,Males,0,2000
Woodlands,Woodlands Regional Centre,5_to_9,Females,0,2000
Woodlands,Woodlands Regional Centre,10_to_14,Males,0,2000
Woodlands,Woodlands Regional Centre,10_to_14,Females,0,2000
Woodlands,Woodlands Regional Centre,15_to_19,Males,0,2000
Woodlands,Woodlands Regional Centre,15_to_19,Females,0,2000
Woodlands,Woodlands Regional Centre,20_to_24,Males,0,2000
Woodlands,Woodlands Regional Centre,20_to_24,Females,0,2000
Woodlands,Woodlands Regional Centre,25_to_29,Males,0,2000
Woodlands,Woodlands Regional Centre,25_to_29,Females,0,2000
Woodlands,Woodlands Regional Centre,30_to_34,Males,0,2000
Woodlands,Woodlands Regional Centre,30_to_34,Females,0,2000
Woodlands,Woodlands Regional Centre,35_to_39,Males,0,2000
Woodlands,Woodlands Regional Centre,35_to_39,Females,0,2000
Woodlands,Woodlands Regional Centre,40_to_44,Males,0,2000
Woodlands,Woodlands Regional Centre,40_to_44,Females,0,2000
Woodlands,Woodlands Regional Centre,45_to_49,Males,0,2000
Woodlands,Woodlands Regional Centre,45_to_49,Females,0,2000
Woodlands,Woodlands Regional Centre,50_to_54,Males,0,2000
Woodlands,Woodlands Regional Centre,50_to_54,Females,0,2000
Woodlands,Woodlands Regional Centre,55_to_59,Males,0,2000
Woodlands,Woodlands Regional Centre,55_to_59,Females,0,2000
Woodlands,Woodlands Regional Centre,60_to_64,Males,0,2000
Woodlands,Woodlands Regional Centre,60_to_64,Females,0,2000
Woodlands,Woodlands Regional Centre,65_to_69,Males,0,2000
Woodlands,Woodlands Regional Centre,65_to_69,Females,0,2000
Woodlands,Woodlands Regional Centre,70_to_74,Males,0,2000
Woodlands,Woodlands Regional Centre,70_to_74,Females,0,2000
Woodlands,Woodlands Regional Centre,75_to_79,Males,0,2000
Woodlands,Woodlands Regional Centre,75_to_79,Females,0,2000
Woodlands,Woodlands Regional Centre,80_to_84,Males,0,2000
Woodlands,Woodlands Regional Centre,80_to_84,Females,0,2000
Woodlands,Woodlands Regional Centre,85_and_over,Males,0,2000
Woodlands,Woodlands Regional Centre,85_and_over,Females,0,2000
Woodlands,Woodlands South,0_to_4,Males,1180,2000
Woodlands,Woodlands South,0_to_4,Females,1120,2000
Woodlands,Woodlands South,5_to_9,Males,670,2000
Woodlands,Woodlands South,5_to_9,Females,640,2000
Woodlands,Woodlands South,10_to_14,Males,870,2000
Woodlands,Woodlands South,10_to_14,Females,840,2000
Woodlands,Woodlands South,15_to_19,Males,720,2000
Woodlands,Woodlands South,15_to_19,Females,690,2000
Woodlands,Woodlands South,20_to_24,Males,560,2000
Woodlands,Woodlands South,20_to_24,Females,630,2000
Woodlands,Woodlands South,25_to_29,Males,1140,2000
Woodlands,Woodlands South,25_to_29,Females,1510,2000
Woodlands,Woodlands South,30_to_34,Males,1330,2000
Woodlands,Woodlands South,30_to_34,Females,1140,2000
Woodlands,Woodlands South,35_to_39,Males,1160,2000
Woodlands,Woodlands South,35_to_39,Females,1120,2000
Woodlands,Woodlands South,40_to_44,Males,1020,2000
Woodlands,Woodlands South,40_to_44,Females,940,2000
Woodlands,Woodlands South,45_to_49,Males,720,2000
Woodlands,Woodlands South,45_to_49,Females,630,2000
Woodlands,Woodlands South,50_to_54,Males,480,2000
Woodlands,Woodlands South,50_to_54,Females,420,2000
Woodlands,Woodlands South,55_to_59,Males,250,2000
Woodlands,Woodlands South,55_to_59,Females,280,2000
Woodlands,Woodlands South,60_to_64,Males,200,2000
Woodlands,Woodlands South,60_to_64,Females,220,2000
Woodlands,Woodlands South,65_to_69,Males,150,2000
Woodlands,Woodlands South,65_to_69,Females,200,2000
Woodlands,Woodlands South,70_to_74,Males,120,2000
Woodlands,Woodlands South,70_to_74,Females,150,2000
Woodlands,Woodlands South,75_to_79,Males,70,2000
Woodlands,Woodlands South,75_to_79,Females,70,2000
Woodlands,Woodlands South,80_to_84,Males,30,2000
Woodlands,Woodlands South,80_to_84,Females,40,2000
Woodlands,Woodlands South,85_and_over,Males,20,2000
Woodlands,Woodlands South,85_and_over,Females,40,2000
Woodlands,Woodlands West,0_to_4,Males,1100,2000
Woodlands,Woodlands West,0_to_4,Females,1020,2000
Woodlands,Woodlands West,5_to_9,Males,1420,2000
Woodlands,Woodlands West,5_to_9,Females,1260,2000
Woodlands,Woodlands West,10_to_14,Males,1180,2000
Woodlands,Woodlands West,10_to_14,Females,1020,2000
Woodlands,Woodlands West,15_to_19,Males,1050,2000
Woodlands,Woodlands West,15_to_19,Females,880,2000
Woodlands,Woodlands West,20_to_24,Males,900,2000
Woodlands,Woodlands West,20_to_24,Females,890,2000
Woodlands,Woodlands West,25_to_29,Males,1100,2000
Woodlands,Woodlands West,25_to_29,Females,1110,2000
Woodlands,Woodlands West,30_to_34,Males,1240,2000
Woodlands,Woodlands West,30_to_34,Females,1370,2000
Woodlands,Woodlands West,35_to_39,Males,1470,2000
Woodlands,Woodlands West,35_to_39,Females,1370,2000
Woodlands,Woodlands West,40_to_44,Males,1410,2000
Woodlands,Woodlands West,40_to_44,Females,1230,2000
Woodlands,Woodlands West,45_to_49,Males,1040,2000
Woodlands,Woodlands West,45_to_49,Females,980,2000
Woodlands,Woodlands West,50_to_54,Males,810,2000
Woodlands,Woodlands West,50_to_54,Females,760,2000
Woodlands,Woodlands West,55_to_59,Males,490,2000
Woodlands,Woodlands West,55_to_59,Females,440,2000
Woodlands,Woodlands West,60_to_64,Males,470,2000
Woodlands,Woodlands West,60_to_64,Females,430,2000
Woodlands,Woodlands West,65_to_69,Males,410,2000
Woodlands,Woodlands West,65_to_69,Females,360,2000
Woodlands,Woodlands West,70_to_74,Males,270,2000
Woodlands,Woodlands West,70_to_74,Females,210,2000
Woodlands,Woodlands West,75_to_79,Males,140,2000
Woodlands,Woodlands West,75_to_79,Females,120,2000
Woodlands,Woodlands West,80_to_84,Males,70,2000
Woodlands,Woodlands West,80_to_84,Females,70,2000
Woodlands,Woodlands West,85_and_over,Males,40,2000
Woodlands,Woodlands West,85_and_over,Females,50,2000
Yishun,Khatib,0_to_4,Males,410,2000
Yishun,Khatib,0_to_4,Females,390,2000
Yishun,Khatib,5_to_9,Males,560,2000
Yishun,Khatib,5_to_9,Females,600,2000
Yishun,Khatib,10_to_14,Males,530,2000
Yishun,Khatib,10_to_14,Females,510,2000
Yishun,Khatib,15_to_19,Males,450,2000
Yishun,Khatib,15_to_19,Females,410,2000
Yishun,Khatib,20_to_24,Males,410,2000
Yishun,Khatib,20_to_24,Females,400,2000
Yishun,Khatib,25_to_29,Males,470,2000
Yishun,Khatib,25_to_29,Females,470,2000
Yishun,Khatib,30_to_34,Males,540,2000
Yishun,Khatib,30_to_34,Females,570,2000
Yishun,Khatib,35_to_39,Males,630,2000
Yishun,Khatib,35_to_39,Females,680,2000
Yishun,Khatib,40_to_44,Males,630,2000
Yishun,Khatib,40_to_44,Females,630,2000
Yishun,Khatib,45_to_49,Males,500,2000
Yishun,Khatib,45_to_49,Females,490,2000
Yishun,Khatib,50_to_54,Males,360,2000
Yishun,Khatib,50_to_54,Females,330,2000
Yishun,Khatib,55_to_59,Males,190,2000
Yishun,Khatib,55_to_59,Females,200,2000
Yishun,Khatib,60_to_64,Males,140,2000
Yishun,Khatib,60_to_64,Females,130,2000
Yishun,Khatib,65_to_69,Males,110,2000
Yishun,Khatib,65_to_69,Females,120,2000
Yishun,Khatib,70_to_74,Males,70,2000
Yishun,Khatib,70_to_74,Females,70,2000
Yishun,Khatib,75_to_79,Males,30,2000
Yishun,Khatib,75_to_79,Females,60,2000
Yishun,Khatib,80_to_84,Males,20,2000
Yishun,Khatib,80_to_84,Females,40,2000
Yishun,Khatib,85_and_over,Males,10,2000
Yishun,Khatib,85_and_over,Females,20,2000
Yishun,Lower Seletar,0_to_4,Males,0,2000
Yishun,Lower Seletar,0_to_4,Females,0,2000
Yishun,Lower Seletar,5_to_9,Males,0,2000
Yishun,Lower Seletar,5_to_9,Females,0,2000
Yishun,Lower Seletar,10_to_14,Males,0,2000
Yishun,Lower Seletar,10_to_14,Females,0,2000
Yishun,Lower Seletar,15_to_19,Males,0,2000
Yishun,Lower Seletar,15_to_19,Females,0,2000
Yishun,Lower Seletar,20_to_24,Males,0,2000
Yishun,Lower Seletar,20_to_24,Females,0,2000
Yishun,Lower Seletar,25_to_29,Males,0,2000
Yishun,Lower Seletar,25_to_29,Females,0,2000
Yishun,Lower Seletar,30_to_34,Males,0,2000
Yishun,Lower Seletar,30_to_34,Females,0,2000
Yishun,Lower Seletar,35_to_39,Males,0,2000
Yishun,Lower Seletar,35_to_39,Females,0,2000
Yishun,Lower Seletar,40_to_44,Males,0,2000
Yishun,Lower Seletar,40_to_44,Females,0,2000
Yishun,Lower Seletar,45_to_49,Males,0,2000
Yishun,Lower Seletar,45_to_49,Females,0,2000
Yishun,Lower Seletar,50_to_54,Males,0,2000
Yishun,Lower Seletar,50_to_54,Females,0,2000
Yishun,Lower Seletar,55_to_59,Males,0,2000
Yishun,Lower Seletar,55_to_59,Females,0,2000
Yishun,Lower Seletar,60_to_64,Males,0,2000
Yishun,Lower Seletar,60_to_64,Females,0,2000
Yishun,Lower Seletar,65_to_69,Males,0,2000
Yishun,Lower Seletar,65_to_69,Females,0,2000
Yishun,Lower Seletar,70_to_74,Males,0,2000
Yishun,Lower Seletar,70_to_74,Females,0,2000
Yishun,Lower Seletar,75_to_79,Males,0,2000
Yishun,Lower Seletar,75_to_79,Females,0,2000
Yishun,Lower Seletar,80_to_84,Males,0,2000
Yishun,Lower Seletar,80_to_84,Females,0,2000
Yishun,Lower Seletar,85_and_over,Males,0,2000
Yishun,Lower Seletar,85_and_over,Females,0,2000
Yishun,Nee Soon,0_to_4,Males,20,2000
Yishun,Nee Soon,0_to_4,Females,20,2000
Yishun,Nee Soon,5_to_9,Males,10,2000
Yishun,Nee Soon,5_to_9,Females,20,2000
Yishun,Nee Soon,10_to_14,Males,20,2000
Yishun,Nee Soon,10_to_14,Females,20,2000
Yishun,Nee Soon,15_to_19,Males,20,2000
Yishun,Nee Soon,15_to_19,Females,20,2000
Yishun,Nee Soon,20_to_24,Males,20,2000
Yishun,Nee Soon,20_to_24,Females,30,2000
Yishun,Nee Soon,25_to_29,Males,30,2000
Yishun,Nee Soon,25_to_29,Females,30,2000
Yishun,Nee Soon,30_to_34,Males,20,2000
Yishun,Nee Soon,30_to_34,Females,20,2000
Yishun,Nee Soon,35_to_39,Males,30,2000
Yishun,Nee Soon,35_to_39,Females,20,2000
Yishun,Nee Soon,40_to_44,Males,20,2000
Yishun,Nee Soon,40_to_44,Females,20,2000
Yishun,Nee Soon,45_to_49,Males,20,2000
Yishun,Nee Soon,45_to_49,Females,20,2000
Yishun,Nee Soon,50_to_54,Males,30,2000
Yishun,Nee Soon,50_to_54,Females,20,2000
Yishun,Nee Soon,55_to_59,Males,10,2000
Yishun,Nee Soon,55_to_59,Females,20,2000
Yishun,Nee Soon,60_to_64,Males,10,2000
Yishun,Nee Soon,60_to_64,Females,20,2000
Yishun,Nee Soon,65_to_69,Males,10,2000
Yishun,Nee Soon,65_to_69,Females,10,2000
Yishun,Nee Soon,70_to_74,Males,10,2000
Yishun,Nee Soon,70_to_74,Females,10,2000
Yishun,Nee Soon,75_to_79,Males,0,2000
Yishun,Nee Soon,75_to_79,Females,10,2000
Yishun,Nee Soon,80_to_84,Males,0,2000
Yishun,Nee Soon,80_to_84,Females,0,2000
Yishun,Nee Soon,85_and_over,Males,0,2000
Yishun,Nee Soon,85_and_over,Females,0,2000
Yishun,Northland,0_to_4,Males,1120,2000
Yishun,Northland,0_to_4,Females,1080,2000
Yishun,Northland,5_to_9,Males,1500,2000
Yishun,Northland,5_to_9,Females,1400,2000
Yishun,Northland,10_to_14,Males,1500,2000
Yishun,Northland,10_to_14,Females,1420,2000
Yishun,Northland,15_to_19,Males,1300,2000
Yishun,Northland,15_to_19,Females,1260,2000
Yishun,Northland,20_to_24,Males,1080,2000
Yishun,Northland,20_to_24,Females,1000,2000
Yishun,Northland,25_to_29,Males,1280,2000
Yishun,Northland,25_to_29,Females,1320,2000
Yishun,Northland,30_to_34,Males,1410,2000
Yishun,Northland,30_to_34,Females,1390,2000
Yishun,Northland,35_to_39,Males,1650,2000
Yishun,Northland,35_to_39,Females,1700,2000
Yishun,Northland,40_to_44,Males,1710,2000
Yishun,Northland,40_to_44,Females,1650,2000
Yishun,Northland,45_to_49,Males,1330,2000
Yishun,Northland,45_to_49,Females,1170,2000
Yishun,Northland,50_to_54,Males,860,2000
Yishun,Northland,50_to_54,Females,810,2000
Yishun,Northland,55_to_59,Males,430,2000
Yishun,Northland,55_to_59,Females,490,2000
Yishun,Northland,60_to_64,Males,380,2000
Yishun,Northland,60_to_64,Females,350,2000
Yishun,Northland,65_to_69,Males,230,2000
Yishun,Northland,65_to_69,Females,300,2000
Yishun,Northland,70_to_74,Males,180,2000
