Country,Country,Year,Avg. Income,Avg. LifeExp,Pop
Croatia,Croatia,1882,2290,36.1,2120000
Cote d'Ivoire,Cote d'Ivoire,1882,1130,31.8,1650000
Costa Rica,Costa Rica,1882,1550,30.3,181000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1882,680,32.1,7760000
Comoros,Comoros,1882,756,32.4,92300
Colombia,Colombia,1882,1130,32.3,2990000
China,China,1882,1000,31.9,371000000
Chile,Chile,1882,2840,32.1,2350000
Chad,Chad,1882,566,31.6,1460000
Central African Republic,Central African Republic,1882,574,30.5,647000
Canada,Canada,1882,3510,44.8,4480000
Cameroon,Cameroon,1882,847,29.2,2200000
Cambodia,Cambodia,1882,993,35.3,2540000
Burundi,Burundi,1882,451,31.6,1410000
Burkina Faso,Burkina Faso,1882,516,29.7,2610000
Bulgaria,Bulgaria,1882,1670,39.4,3080000
Brazil,Brazil,1882,1500,32.1,12300000
Botswana,Botswana,1882,537,33.7,122000
Bosnia and Herzegovina,Bosnia and Herzegovina,1882,931,35.1,1460000
Bhutan,Bhutan,1882,713,29.9,124000
Benin,Benin,1882,807,31.4,1170000
Belize,Belize,1882,881,26.5,27700
Belgium,Belgium,1882,5830,45.5,5680000
Belarus,Belarus,1882,881,36.1,4170000
Barbados,Barbados,1882,1390,32.4,173000
Bangladesh,Bangladesh,1882,907,23.9,26400000
Bahrain,Bahrain,1882,2200,30.4,68900
Bahamas,Bahamas,1882,2200,35.1,44300
Azerbaijan,Azerbaijan,1882,1100,28.4,1560000
Austria,Austria,1882,4060,35.2,5030000
Australia,Australia,1882,6750,40.4,2400000
Armenia,Armenia,1882,654,33.1,727000
Argentina,Argentina,1882,3750,32.8,2650000
Antigua and Barbuda,Antigua and Barbuda,1882,1150,33.6,35400
Angola,Angola,1882,885,28,2570000
Andorra,Andorra,1882,2580,,3930
Algeria,Algeria,1882,1440,29.3,4220000
Albania,Albania,1882,895,35.4,686000
Afghanistan,Afghanistan,1882,746,28.2,4480000
Vietnam,,1882,924,31.6,11700000
Turkmenistan,,1882,1440,21.7,649000
Swaziland,,1882,662,32.6,86900
"Micronesia, Fed. Sts.",,1882,545,26.6,22400
"Macedonia, FYR",,1882,1180,36.2,681000
Kazakhstan,,1882,1740,25.7,3600000
"Congo, Rep.",,1882,725,32.4,498000
Cape Verde,,1882,691,34.2,96800
Brunei,,1882,1870,29.1,8770
Bolivia,,1882,1540,33.4,1640000
Zimbabwe,Zimbabwe,1883,960,33.9,1700000
Zambia,Zambia,1883,811,33.2,743000
Yemen,Yemen,1883,1110,23.4,2990000
Venezuela,Venezuela,1883,1240,32.3,2120000
Vanuatu,Vanuatu,1883,727,24.6,36000
Uzbekistan,Uzbekistan,1883,611,26.6,3400000
Uruguay,Uruguay,1883,6270,32.9,533000
United States,United States,1883,5550,41.1,55000000
United Kingdom,United Kingdom,1883,6850,45.1,31900000
United Arab Emirates,United Arab Emirates,1883,1560,30.9,43400
Ukraine,Ukraine,1883,1170,36.5,20100000
Uganda,Uganda,1883,630,25.4,2590000
Turkey,Turkey,1883,1740,35.4,12700000
Tunisia,Tunisia,1883,970,29.3,1370000
Trinidad and Tobago,Trinidad and Tobago,1883,1740,38.8,176000
Tonga,Tonga,1883,823,28.2,19400
Togo,Togo,1883,928,31.8,774000
Timor-Leste,Timor-Leste,1883,614,29.4,275000
Thailand,Thailand,1883,1190,30.6,6420000
Tanzania,Tanzania,1883,667,32.7,3750000
Tajikistan,Tajikistan,1883,800,23.6,828000
Syria,Syria,1883,1300,31.5,1690000
Switzerland,Switzerland,1883,6010,44.9,2870000
Sweden,Sweden,1883,2650,49,4600000
Suriname,Suriname,1883,2510,33,129000
Sudan,Sudan,1883,705,31.4,4840000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1883,1290,26,40500
St. Lucia,St. Lucia,1883,1080,28.2,39300
Sri Lanka,Sri Lanka,1883,1560,32.6,3110000
Spain,Spain,1883,2620,29.7,17200000
South Sudan,South Sudan,1883,690,28,1650000
South Korea,South Korea,1883,529,25.8,9820000
South Africa,South Africa,1883,2420,33.9,3330000
Somalia,Somalia,1883,751,30.2,1480000
Solomon Islands,Solomon Islands,1883,454,25.1,69700
Slovenia,Slovenia,1883,2440,36.5,818000
Slovak Republic,Slovak Republic,1883,2340,36.4,2690000
Singapore,Singapore,1883,1640,34,127000
Sierra Leone,Sierra Leone,1883,998,26.1,1260000
Seychelles,Seychelles,1883,1100,40.4,15600
Serbia,Serbia,1883,2350,35.6,3730000
Senegal,Senegal,1883,676,25.9,1560000
Saudi Arabia,Saudi Arabia,1883,942,33,2430000
Sao Tome and Principe,Sao Tome and Principe,1883,992,31.2,36500
Samoa,Samoa,1883,1740,26,37300
Rwanda,Rwanda,1883,479,32,1400000
Russia,Russia,1883,2200,29,55500000
Romania,Romania,1883,1960,35.7,9910000
Qatar,Qatar,1883,1720,30.7,14900
Portugal,Portugal,1883,1860,35.6,4750000
Poland,Poland,1883,1940,35.9,20600000
Philippines,Philippines,1883,1070,31.1,5200000
Peru,Peru,1883,1420,35.2,3090000
Paraguay,Paraguay,1883,1840,35.8,411000
Papua New Guinea,Papua New Guinea,1883,678,32.2,1110000
Panama,Panama,1883,1730,33.1,210000
Palestine,Palestine,1883,1280,32.6,233000
Pakistan,Pakistan,1883,1060,26.9,17200000
Oman,Oman,1883,1260,32.3,388000
Norway,Norway,1883,2850,49.6,1930000
North Korea,North Korea,1883,532,26.4,4850000
Nigeria,Nigeria,1883,1180,31.8,15900000
Niger,Niger,1883,606,31.6,1760000
Nicaragua,Nicaragua,1883,1910,25.7,466000
New Zealand,New Zealand,1883,5820,39.9,565000
Netherlands,Netherlands,1883,5930,42.4,4170000
Nepal,Nepal,1883,726,33.5,5080000
Namibia,Namibia,1883,1390,32.9,231000
Myanmar,Myanmar,1883,975,30.6,6170000
Mozambique,Mozambique,1883,410,31.1,3530000
Morocco,Morocco,1883,800,33.3,4140000
Montenegro,Montenegro,1883,1830,35.6,220000
Mongolia,Mongolia,1883,660,31.7,683000
Moldova,Moldova,1883,877,33,1270000
Mexico,Mexico,1883,1610,26.9,10900000
Mauritius,Mauritius,1883,1280,27.3,360000
Mauritania,Mauritania,1883,717,32.4,497000
Marshall Islands,Marshall Islands,1883,567,,8590
Malta,Malta,1883,1400,33.8,202000
Mali,Mali,1883,617,27.2,2520000
Maldives,Maldives,1883,840,32.2,59100
Malaysia,Malaysia,1883,1180,30.6,1260000
Malawi,Malawi,1883,354,30.6,752000
Madagascar,Madagascar,1883,779,31,2580000
Luxembourg,Luxembourg,1883,3070,38.9,192000
Lithuania,Lithuania,1883,1950,34.5,1390000
Libya,Libya,1883,2280,33.9,771000
Liberia,Liberia,1883,946,31.9,531000
Lesotho,Lesotho,1883,412,33.4,443000
Lebanon,Lebanon,1883,1760,29.7,504000
Latvia,Latvia,1883,1160,40.6,1050000
Lao,Lao,1883,1010,31.5,906000
Kyrgyz Republic,Kyrgyz Republic,1883,885,23.5,943000
Kuwait,Kuwait,1883,1720,26.2,86700
Kiribati,Kiribati,1883,593,25.1,24200
Kenya,Kenya,1883,1110,25.9,2610000
Jordan,Jordan,1883,1330,31.8,293000
Japan,Japan,1883,1350,37.2,37800000
Jamaica,Jamaica,1883,940,38.1,585000
Italy,Italy,1883,3030,35.2,30200000
Israel,Israel,1883,956,31.9,291000
Ireland,Ireland,1883,3380,44.7,3570000
Iraq,Iraq,1883,1320,31.4,1840000
Iran,Iran,1883,1180,25.9,9040000
Indonesia,Indonesia,1883,1080,30.1,31200000
India,India,1883,1090,25.2,226000000
Iceland,Iceland,1883,1750,30.3,92300
Hungary,Hungary,1883,2250,36,6360000
Honduras,Honduras,1883,1510,34.3,455000
Haiti,Haiti,1883,1210,28.9,1320000
Guyana,Guyana,1883,1860,31.2,255000
Guinea-Bissau,Guinea-Bissau,1883,820,31.6,337000
Guinea,Guinea,1883,514,31.3,1710000
Guatemala,Guatemala,1883,1440,25.7,1210000
Grenada,Grenada,1883,1260,37.6,44900
Greece,Greece,1883,2380,37.4,4170000
Ghana,Ghana,1883,757,28.4,1710000
Germany,Germany,1883,3290,39.2,45000000
Georgia,Georgia,1883,734,31.3,1910000
Gambia,Gambia,1883,855,30.5,165000
Gabon,Gabon,1883,395,31.1,270000
France,France,1883,3740,43.3,39400000
Finland,Finland,1883,2050,42.8,2140000
Fiji,Fiji,1883,975,26.4,126000
Ethiopia,Ethiopia,1883,536,29.8,7120000
Estonia,Estonia,1883,1440,40.8,596000
Eritrea,Eritrea,1883,627,30.7,472000
Equatorial Guinea,Equatorial Guinea,1883,397,30.2,99300
El Salvador,El Salvador,1883,1660,28.9,598000
Egypt,Egypt,1883,1050,33,8160000
Ecuador,Ecuador,1883,793,33.3,1190000
Dominican Republic,Dominican Republic,1883,941,30.3,342000
Dominica,Dominica,1883,1020,,27600
Djibouti,Djibouti,1883,978,30.7,37000
Denmark,Denmark,1883,4140,48.6,2150000
Czech Republic,Czech Republic,1883,3140,35,6950000
Cyprus,Cyprus,1883,1800,38.4,193000
Cuba,Cuba,1883,2260,40.1,1600000
Croatia,Croatia,1883,2330,36.1,2140000
Cote d'Ivoire,Cote d'Ivoire,1883,1130,31.8,1660000
Costa Rica,Costa Rica,1883,1570,30.3,186000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1883,683,32.2,7810000
Comoros,Comoros,1883,757,32.4,93100
Colombia,Colombia,1883,1140,32.4,3040000
China,China,1883,1000,31.9,372000000
Chile,Chile,1883,2810,32.1,2390000
Chad,Chad,1883,568,31.7,1460000
Central African Republic,Central African Republic,1883,577,30.6,650000
Canada,Canada,1883,3480,44.8,4530000
Cameroon,Cameroon,1883,851,29.2,2200000
Cambodia,Cambodia,1883,995,35.3,2560000
Burundi,Burundi,1883,451,31.6,1420000
Burkina Faso,Burkina Faso,1883,516,29.7,2630000
Bulgaria,Bulgaria,1883,1700,39.4,3120000
Brazil,Brazil,1883,1460,32.2,12600000
Botswana,Botswana,1883,540,33.7,122000
Bosnia and Herzegovina,Bosnia and Herzegovina,1883,944,35.1,1480000
Bhutan,Bhutan,1883,715,30,124000
Benin,Benin,1883,811,31.5,1180000
Belize,Belize,1883,887,26.6,28000
Belgium,Belgium,1883,5850,44.9,5730000
Belarus,Belarus,1883,886,36.1,4210000
Barbados,Barbados,1883,1400,32.4,174000
Bangladesh,Bangladesh,1883,909,23.6,26500000
Bahrain,Bahrain,1883,2230,30.4,69300
Bahamas,Bahamas,1883,2220,35.1,44700
Azerbaijan,Azerbaijan,1883,1100,28.6,1570000
Austria,Austria,1883,4200,35.5,5080000
Australia,Australia,1883,7440,41,2480000
Armenia,Armenia,1883,657,33.3,733000
Argentina,Argentina,1883,4080,32.7,2730000
Antigua and Barbuda,Antigua and Barbuda,1883,1160,33.6,35500
Angola,Angola,1883,889,28.1,2590000
Andorra,Andorra,1883,2610,,3960
Algeria,Algeria,1883,1450,29.4,4250000
Albania,Albania,1883,908,35.4,692000
Afghanistan,Afghanistan,1883,749,28.2,4500000
Vietnam,,1883,932,31.6,11900000
Turkmenistan,,1883,1450,21.9,655000
Swaziland,,1883,665,32.6,87000
"Micronesia, Fed. Sts.",,1883,545,26.6,22500
"Macedonia, FYR",,1883,1200,36.2,687000
Kazakhstan,,1883,1750,25.9,3630000
"Congo, Rep.",,1883,727,32.3,502000
Cape Verde,,1883,694,34.3,97700
Brunei,,1883,1880,29.1,9050
Bolivia,,1883,1550,33.4,1650000
Zimbabwe,Zimbabwe,1884,961,33.9,1710000
Zambia,Zambia,1884,813,33.2,743000
Yemen,Yemen,1884,1110,23.4,3000000
Venezuela,Venezuela,1884,1270,32.3,2150000
Vanuatu,Vanuatu,1884,729,24.6,36100
Uzbekistan,Uzbekistan,1884,613,26.8,3430000
Uruguay,Uruguay,1884,6080,32.9,551000
United States,United States,1884,5520,41.7,56200000
United Kingdom,United Kingdom,1884,6730,44.8,32200000
United Arab Emirates,United Arab Emirates,1884,1590,30.9,43700
Ukraine,Ukraine,1884,1180,36.5,20300000
Uganda,Uganda,1884,634,25.4,2600000
Turkey,Turkey,1884,1750,35.5,12800000
Tunisia,Tunisia,1884,975,29.3,1380000
Trinidad and Tobago,Trinidad and Tobago,1884,1750,38.8,180000
Tonga,Tonga,1884,826,28.2,19500
Togo,Togo,1884,932,31.8,781000
Timor-Leste,Timor-Leste,1884,615,29.4,278000
Thailand,Thailand,1884,1200,30.6,6460000
Tanzania,Tanzania,1884,669,32.7,3770000
Tajikistan,Tajikistan,1884,804,23.8,835000
Syria,Syria,1884,1310,31.5,1700000
Switzerland,Switzerland,1884,6660,45,2880000
Sweden,Sweden,1884,2600,49.2,4630000
Suriname,Suriname,1884,2530,33,130000
Sudan,Sudan,1884,708,31.4,4840000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1884,1290,26,40800
St. Lucia,St. Lucia,1884,1080,28.2,39900
Sri Lanka,Sri Lanka,1884,1500,32.6,3130000
Spain,Spain,1884,2620,30,17300000
South Sudan,South Sudan,1884,693,28.1,1660000
South Korea,South Korea,1884,528,25.9,9830000
South Africa,South Africa,1884,2220,33.9,3400000
Somalia,Somalia,1884,752,30.3,1490000
Solomon Islands,Solomon Islands,1884,456,25.1,69900
Slovenia,Slovenia,1884,2480,36.5,825000
Slovak Republic,Slovak Republic,1884,2370,36.4,2700000
Singapore,Singapore,1884,1690,34,131000
Sierra Leone,Sierra Leone,1884,1000,26.2,1270000
Seychelles,Seychelles,1884,1100,40.6,15600
Serbia,Serbia,1884,2390,35.7,3770000
Senegal,Senegal,1884,679,25.9,1570000
Saudi Arabia,Saudi Arabia,1884,944,33.1,2440000
Sao Tome and Principe,Sao Tome and Principe,1884,993,31.2,36800
Samoa,Samoa,1884,1750,26.1,37000
Rwanda,Rwanda,1884,479,32,1410000
Russia,Russia,1884,2210,32.7,56000000
Romania,Romania,1884,1990,35.7,9970000
Qatar,Qatar,1884,1750,30.7,15000
Portugal,Portugal,1884,1910,35.6,4780000
Poland,Poland,1884,1970,35.9,20900000
Philippines,Philippines,1884,1080,31.1,5260000
Peru,Peru,1884,1430,35.1,3120000
Paraguay,Paraguay,1884,1870,35.8,413000
Papua New Guinea,Papua New Guinea,1884,681,32.3,1120000
Panama,Panama,1884,1750,33.1,213000
Palestine,Palestine,1884,1280,32.6,236000
Pakistan,Pakistan,1884,1060,27.1,17300000
Oman,Oman,1884,1270,32.3,390000
Norway,Norway,1884,2900,50.8,1940000
North Korea,North Korea,1884,531,26.5,4860000
Nigeria,Nigeria,1884,1180,31.9,16000000
Niger,Niger,1884,609,31.7,1770000
Nicaragua,Nicaragua,1884,1930,25.7,471000
New Zealand,New Zealand,1884,6170,40.3,584000
Netherlands,Netherlands,1884,5960,41.4,4220000
Nepal,Nepal,1884,731,33.5,5110000
Namibia,Namibia,1884,1410,32.9,231000
Myanmar,Myanmar,1884,985,30.6,6330000
Mozambique,Mozambique,1884,410,31.2,3560000
Morocco,Morocco,1884,801,33.3,4170000
Montenegro,Montenegro,1884,1870,35.6,222000
Mongolia,Mongolia,1884,661,31.7,684000
Moldova,Moldova,1884,881,33,1280000
Mexico,Mexico,1884,1650,26.9,11000000
Mauritius,Mauritius,1884,1280,31.4,362000
Mauritania,Mauritania,1884,721,32.5,499000
Marshall Islands,Marshall Islands,1884,567,,8640
Malta,Malta,1884,1410,34.3,203000
Mali,Mali,1884,618,27.3,2550000
Maldives,Maldives,1884,840,32.1,59300
Malaysia,Malaysia,1884,1180,30.6,1300000
Malawi,Malawi,1884,354,30.6,753000
Madagascar,Madagascar,1884,782,31.1,2600000
Luxembourg,Luxembourg,1884,3100,39.5,193000
Lithuania,Lithuania,1884,1970,34.9,1400000
Libya,Libya,1884,2310,33.9,775000
Liberia,Liberia,1884,949,32,535000
Lesotho,Lesotho,1884,412,33.4,447000
Lebanon,Lebanon,1884,1780,29.7,507000
Latvia,Latvia,1884,1160,41,1060000
Lao,Lao,1884,1010,31.5,919000
Kyrgyz Republic,Kyrgyz Republic,1884,893,23.7,952000
Kuwait,Kuwait,1884,1750,26.2,87100
Kiribati,Kiribati,1884,593,25.1,24400
Kenya,Kenya,1884,1110,25.9,2610000
Jordan,Jordan,1884,1340,31.9,295000
Japan,Japan,1884,1340,37.3,38100000
Jamaica,Jamaica,1884,943,37.2,592000
Italy,Italy,1884,2940,36.6,30400000
Israel,Israel,1884,961,31.9,295000
Ireland,Ireland,1884,3410,44.9,3540000
Iraq,Iraq,1884,1330,31.4,1860000
Iran,Iran,1884,1190,25.9,9090000
Indonesia,Indonesia,1884,1160,30.1,31500000
India,India,1884,1090,25.1,227000000
Iceland,Iceland,1884,1770,42.2,92900
Hungary,Hungary,1884,2280,36,6400000
Honduras,Honduras,1884,1530,34.3,459000
Haiti,Haiti,1884,1220,28.9,1330000
Guyana,Guyana,1884,1870,31.2,257000
Guinea-Bissau,Guinea-Bissau,1884,821,31.6,339000
Guinea,Guinea,1884,515,31.4,1730000
Guatemala,Guatemala,1884,1450,25.7,1220000
Grenada,Grenada,1884,1260,37.6,45600
Greece,Greece,1884,2410,37.5,4210000
Ghana,Ghana,1884,759,28.5,1720000
Germany,Germany,1884,3350,39.3,45500000
Georgia,Georgia,1884,738,31.5,1930000
Gambia,Gambia,1884,856,30.6,166000
Gabon,Gabon,1884,395,31.1,272000
France,France,1884,3540,42.5,39600000
Finland,Finland,1884,2030,42.8,2170000
Fiji,Fiji,1884,978,26.4,125000
Ethiopia,Ethiopia,1884,536,29.8,7210000
Estonia,Estonia,1884,1450,41,601000
Eritrea,Eritrea,1884,628,30.7,478000
Equatorial Guinea,Equatorial Guinea,1884,397,30.3,99600
El Salvador,El Salvador,1884,1670,28.9,606000
Egypt,Egypt,1884,1080,32.9,8250000
Ecuador,Ecuador,1884,799,33.3,1210000
Dominican Republic,Dominican Republic,1884,946,30.4,350000
Dominica,Dominica,1884,1020,,27600
Djibouti,Djibouti,1884,981,30.8,37300
Denmark,Denmark,1884,4120,48.6,2170000
Czech Republic,Czech Republic,1884,3180,35,6980000
Cyprus,Cyprus,1884,1820,38.3,194000
Cuba,Cuba,1884,2290,41.2,1610000
Croatia,Croatia,1884,2370,36.1,2160000
Cote d'Ivoire,Cote d'Ivoire,1884,1140,31.9,1670000
Costa Rica,Costa Rica,1884,1590,30.4,191000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1884,686,32.3,7860000
Comoros,Comoros,1884,758,32.4,93800
Colombia,Colombia,1884,1140,32.4,3090000
China,China,1884,977,31.9,373000000
Chile,Chile,1884,2800,32.1,2420000
Chad,Chad,1884,571,31.7,1460000
Central African Republic,Central African Republic,1884,579,30.6,653000
Canada,Canada,1884,3710,44.9,4590000
Cameroon,Cameroon,1884,855,29.2,2210000
Cambodia,Cambodia,1884,996,35.4,2580000
Burundi,Burundi,1884,452,31.6,1430000
Burkina Faso,Burkina Faso,1884,517,29.8,2650000
Bulgaria,Bulgaria,1884,1720,39.5,3170000
Brazil,Brazil,1884,1560,32.2,12800000
Botswana,Botswana,1884,543,33.8,122000
Bosnia and Herzegovina,Bosnia and Herzegovina,1884,957,35.1,1490000
Bhutan,Bhutan,1884,716,30.1,125000
Benin,Benin,1884,815,31.5,1190000
Belize,Belize,1884,893,26.6,28300
Belgium,Belgium,1884,5830,44.2,5790000
Belarus,Belarus,1884,891,36.1,4240000
Barbados,Barbados,1884,1410,32.4,175000
Bangladesh,Bangladesh,1884,912,23.4,26700000
Bahrain,Bahrain,1884,2250,30.4,69700
Bahamas,Bahamas,1884,2230,35.1,45200
Azerbaijan,Azerbaijan,1884,1110,28.7,1590000
Austria,Austria,1884,4290,35.7,5120000
Australia,Australia,1884,7150,41.5,2560000
Armenia,Armenia,1884,659,33.5,740000
Argentina,Argentina,1884,4250,32.6,2810000
Antigua and Barbuda,Antigua and Barbuda,1884,1170,33.6,35600
Angola,Angola,1884,893,28.2,2610000
Andorra,Andorra,1884,2650,,3980
Algeria,Algeria,1884,1470,29.4,4290000
Albania,Albania,1884,922,35.4,699000
Afghanistan,Afghanistan,1884,751,28.3,4530000
Vietnam,,1884,941,31.6,12000000
Turkmenistan,,1884,1460,22.1,661000
Swaziland,,1884,669,32.6,87000
"Micronesia, Fed. Sts.",,1884,546,26.6,22700
"Macedonia, FYR",,1884,1220,36.2,693000
Kazakhstan,,1884,1770,26.1,3660000
"Congo, Rep.",,1884,729,32.3,506000
Cape Verde,,1884,697,34.3,98600
Brunei,,1884,1880,29.1,9330
Bolivia,,1884,1570,33.5,1660000
Zimbabwe,Zimbabwe,1885,963,34,1720000
Zambia,Zambia,1885,815,33.3,743000
Yemen,Yemen,1885,1120,23.5,3010000
Venezuela,Venezuela,1885,1350,32.3,2180000
Vanuatu,Vanuatu,1885,732,24.6,36300
Uzbekistan,Uzbekistan,1885,615,27,3460000
Uruguay,Uruguay,1885,6720,32.9,571000
United States,United States,1885,5440,42.3,57500000
United Kingdom,United Kingdom,1885,6630,45.8,32500000
United Arab Emirates,United Arab Emirates,1885,1610,31,43900
Ukraine,Ukraine,1885,1190,36.5,20400000
Uganda,Uganda,1885,637,25.4,2600000
Turkey,Turkey,1885,1770,35.5,12900000
Tunisia,Tunisia,1885,980,29.3,1400000
Trinidad and Tobago,Trinidad and Tobago,1885,1760,38.8,185000
Tonga,Tonga,1885,828,28.2,19500
Togo,Togo,1885,937,31.8,787000
Timor-Leste,Timor-Leste,1885,616,29.4,281000
Thailand,Thailand,1885,1220,30.6,6510000
Tanzania,Tanzania,1885,671,32.8,3780000
Tajikistan,Tajikistan,1885,809,24,843000
Syria,Syria,1885,1330,31.5,1710000
Switzerland,Switzerland,1885,7160,43.8,2890000
Sweden,Sweden,1885,2640,48.9,4660000
Suriname,Suriname,1885,2540,33,131000
Sudan,Sudan,1885,711,31.4,4840000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1885,1300,26,40900
St. Lucia,St. Lucia,1885,1090,28.2,40300
Sri Lanka,Sri Lanka,1885,1390,32.7,3170000
Spain,Spain,1885,2530,30.3,17300000
South Sudan,South Sudan,1885,696,28.2,1680000
South Korea,South Korea,1885,528,25.9,9830000
South Africa,South Africa,1885,1900,33.9,3470000
Somalia,Somalia,1885,752,30.4,1500000
Solomon Islands,Solomon Islands,1885,458,25.1,70000
Slovenia,Slovenia,1885,2530,36.5,832000
Slovak Republic,Slovak Republic,1885,2400,36.4,2710000
Singapore,Singapore,1885,1730,34,135000
Sierra Leone,Sierra Leone,1885,1010,26.3,1280000
Seychelles,Seychelles,1885,1110,40.9,15700
Serbia,Serbia,1885,2440,35.7,3800000
Senegal,Senegal,1885,682,26,1580000
Saudi Arabia,Saudi Arabia,1885,946,33.2,2440000
Sao Tome and Principe,Sao Tome and Principe,1885,995,31.2,37100
Samoa,Samoa,1885,1750,26.1,36800
Rwanda,Rwanda,1885,480,32,1420000
Russia,Russia,1885,2230,30.8,56500000
Romania,Romania,1885,2020,35.7,10000000
Qatar,Qatar,1885,1770,30.7,15100
Portugal,Portugal,1885,1940,35.6,4820000
Poland,Poland,1885,2000,35.9,21200000
Philippines,Philippines,1885,1080,31.1,5330000
Peru,Peru,1885,1430,35.1,3160000
Paraguay,Paraguay,1885,1890,35.8,415000
Papua New Guinea,Papua New Guinea,1885,683,32.3,1120000
Panama,Panama,1885,1770,33.1,215000
Palestine,Palestine,1885,1280,32.7,238000
Pakistan,Pakistan,1885,1090,27.2,17400000
Oman,Oman,1885,1280,32.3,391000
Norway,Norway,1885,2910,51,1950000
North Korea,North Korea,1885,531,26.5,4880000
Nigeria,Nigeria,1885,1190,32,16000000
Niger,Niger,1885,612,31.7,1780000
Nicaragua,Nicaragua,1885,1950,25.7,477000
New Zealand,New Zealand,1885,5980,40.8,600000
Netherlands,Netherlands,1885,6010,43.3,4280000
Nepal,Nepal,1885,736,33.6,5140000
Namibia,Namibia,1885,1430,32.9,231000
Myanmar,Myanmar,1885,996,30.6,6520000
Mozambique,Mozambique,1885,410,31.2,3590000
Morocco,Morocco,1885,803,33.4,4200000
Montenegro,Montenegro,1885,1900,35.6,224000
Mongolia,Mongolia,1885,663,31.7,686000
Moldova,Moldova,1885,886,33,1290000
Mexico,Mexico,1885,1680,26.9,11100000
Mauritius,Mauritius,1885,1290,28.9,364000
Mauritania,Mauritania,1885,724,32.5,501000
Marshall Islands,Marshall Islands,1885,568,,8690
Malta,Malta,1885,1420,34.8,205000
Mali,Mali,1885,618,27.3,2570000
Maldives,Maldives,1885,839,32.1,59600
Malaysia,Malaysia,1885,1190,30.6,1340000
Malawi,Malawi,1885,354,30.6,753000
Madagascar,Madagascar,1885,786,31.1,2620000
Luxembourg,Luxembourg,1885,3140,40,194000
Lithuania,Lithuania,1885,1980,35.3,1420000
Libya,Libya,1885,2340,34,780000
Liberia,Liberia,1885,951,32.1,540000
